ensembl_id,gene_name,gene_type,chromosome,WZ12_CADASIL_Control,WZ16_CADASIL_C224Y,WZ4_CADASIL_Control,WZ8_CADASIL_Control,XZ5_CADASIL_R153C,XZ6_CADASIL_R153C_isoCtrl,XZ7_CADASIL_C224Y_isoCtrl
ENSG00000012232.10,EXTL3,protein_coding,chr8,4388,6487,5017,4123,5255,4114,3852
ENSG00000012504.15,NR1H4,protein_coding,chr12,2,0,0,2,1,0,0
ENSG00000012660.14,ELOVL5,protein_coding,chr6,2562,3179,3497,3097,3093,2619,1932
ENSG00000012779.12,ALOX5,protein_coding,chr10,142,7,31,60,4,81,14
ENSG00000012817.16,KDM5D,protein_coding,chrY,2049,0,1,1887,1,0,0
ENSG00000012822.16,CALCOCO1,protein_coding,chr12,3091,2662,2020,1839,3696,2027,1943
ENSG00000012963.15,UBR7,protein_coding,chr14,876,1021,749,859,1254,570,562
ENSG00000012983.12,MAP4K5,protein_coding,chr14,3193,3033,2537,2769,4172,3254,2576
ENSG00000013016.16,EHD3,protein_coding,chr2,1430,792,830,1129,1468,1874,1626
ENSG00000013275.8,PSMC4,protein_coding,chr19,2563,1394,2710,2714,2244,2100,2239
ENSG00000013288.9,MAN2B2,protein_coding,chr4,4652,2324,4413,1843,2808,4168,2587
ENSG00000013293.6,SLC7A14,protein_coding,chr3,0,0,0,1,0,5,0
ENSG00000013297.12,CLDN11,protein_coding,chr3,17,15,15,6,21,60,29
ENSG00000013306.16,SLC25A39,protein_coding,chr17,3010,2228,2286,2292,3291,2414,2023
ENSG00000013364.19,MVP,protein_coding,chr16,3499,1569,4814,3415,1066,3513,1800
ENSG00000013374.17,NUB1,protein_coding,chr7,1498,1361,1187,1492,1843,1160,1124
ENSG00000013375.17,PGM3,protein_coding,chr6,5270,2862,3236,4219,2790,4773,3395
ENSG00000013392.8,RWDD2A,protein_coding,chr6,558,248,383,318,416,314,346
ENSG00000013441.17,CLK1,protein_coding,chr2,1299,1167,1153,1130,944,676,698
ENSG00000013503.10,POLR3B,protein_coding,chr12,447,375,343,447,453,488,363
ENSG00000013523.11,ANGEL1,protein_coding,chr14,1002,866,706,658,1334,606,578
ENSG00000013561.18,RNF14,protein_coding,chr5,2380,676,1662,1960,1232,2166,1763
ENSG00000013563.14,DNASE1L1,protein_coding,chrX,2328,825,2262,1252,862,1676,1934
ENSG00000013573.17,DDX11,protein_coding,chr12,381,777,587,585,584,297,180
ENSG00000013583.10,HEBP1,protein_coding,chr12,629,908,614,532,802,558,441
ENSG00000013588.9,GPRC5A,protein_coding,chr12,179,274,160,123,39,105,73
ENSG00000013619.15,MAMLD1,protein_coding,chrX,200,199,340,277,313,201,387
ENSG00000013725.14,CD6,protein_coding,chr11,61,54,66,198,82,58,26
ENSG00000013810.21,TACC3,protein_coding,chr4,934,2861,1979,2099,2288,511,594
ENSG00000014123.10,UFL1,protein_coding,chr6,1278,1063,837,949,1375,1205,1022
ENSG00000014138.10,POLA2,protein_coding,chr11,96,142,156,151,132,68,63
ENSG00000014164.7,ZC3H3,protein_coding,chr8,673,669,458,660,1090,550,789
ENSG00000014216.16,CAPN1,protein_coding,chr11,4810,3481,4672,4057,3686,4391,3635
ENSG00000014257.17,ACP3,protein_coding,chr3,0,1,0,0,4,0,1
ENSG00000014641.21,MDH1,protein_coding,chr2,4516,2447,3175,3806,3359,3339,3070
ENSG00000014824.14,SLC30A9,protein_coding,chr4,3123,1869,2317,2286,2794,2625,2402
ENSG00000014914.21,MTMR11,protein_coding,chr1,533,642,360,373,591,260,185
ENSG00000014919.13,COX15,protein_coding,chr10,556,450,561,486,430,326,347
ENSG00000015133.20,CCDC88C,protein_coding,chr14,376,171,343,304,481,181,238
ENSG00000015153.15,YAF2,protein_coding,chr12,505,355,375,353,511,467,415
ENSG00000015171.21,ZMYND11,protein_coding,chr10,2805,2628,1861,2288,3532,2211,1863
ENSG00000015285.12,WAS,protein_coding,chrX,4,9,4,9,18,10,3
ENSG00000015413.10,DPEP1,protein_coding,chr16,8,1,5,12,29,4,1
ENSG00000015475.19,BID,protein_coding,chr22,598,282,920,561,560,543,541
ENSG00000015479.20,MATR3,protein_coding,chr5,74,105,72,76,129,52,83
ENSG00000015520.15,NPC1L1,protein_coding,chr7,4,0,22,28,1,5,12
ENSG00000015532.10,XYLT2,protein_coding,chr17,1799,1666,1932,1497,1672,1534,1422
ENSG00000015568.13,RGPD5,protein_coding,chr2,0,0,0,0,1,0,1
ENSG00000015592.17,STMN4,protein_coding,chr8,3,2,7,0,8,0,1
ENSG00000015676.18,NUDCD3,protein_coding,chr7,2876,2529,2736,2505,2828,2255,2049
ENSG00000016082.15,ISL1,protein_coding,chr5,148,1,20,2,19,27,49
ENSG00000016391.11,CHDH,protein_coding,chr3,7,133,26,35,74,17,21
ENSG00000016402.14,IL20RA,protein_coding,chr6,1,1,4,1,2,1,0
ENSG00000016490.16,CLCA1,protein_coding,chr1,0,1,0,0,0,0,0
ENSG00000016602.9,CLCA4,protein_coding,chr1,1,0,0,0,0,0,0
ENSG00000016864.19,GLT8D1,protein_coding,chr3,2864,2082,2571,2207,2437,2518,1782
ENSG00000017260.20,ATP2C1,protein_coding,chr3,4720,2398,5674,3987,3945,4822,3145
ENSG00000017427.17,IGF1,protein_coding,chr12,28,18,2,7,98,39,53
ENSG00000017483.16,SLC38A5,protein_coding,chrX,851,9,190,397,31,690,133
ENSG00000017797.13,RALBP1,protein_coding,chr18,3070,1915,1869,2271,2762,2489,2275
ENSG00000018189.13,RUFY3,protein_coding,chr4,1506,1240,1180,1145,1302,1057,965
ENSG00000018236.15,CNTN1,protein_coding,chr12,140,239,51,45,101,44,45
ENSG00000018280.17,SLC11A1,protein_coding,chr2,4,0,0,0,2,0,1
ENSG00000018408.15,WWTR1,protein_coding,chr3,4847,2489,2899,4973,7423,6508,4605
ENSG00000018510.18,AGPS,protein_coding,chr2,2471,1532,1844,2222,1575,2173,1642
ENSG00000018607.9,ZNF285CP,transcribed_unprocessed_pseudogene,chr2,0,0,0,1,0,0,0
ENSG00000018610.15,STEEP1,protein_coding,chrX,541,426,455,482,563,381,385
ENSG00000018625.15,ATP1A2,protein_coding,chr1,551,744,40,131,1168,102,118
ENSG00000018699.13,TTC27,protein_coding,chr2,666,362,409,551,380,408,309
ENSG00000018869.18,ZNF582,protein_coding,chr19,96,103,71,70,119,73,69
ENSG00000019102.12,VSIG2,protein_coding,chr11,12,3,12,6,1,3,4
ENSG00000019144.20,PHLDB1,protein_coding,chr11,10367,4319,8038,8475,11254,9261,9025
ENSG00000019169.11,MARCO,protein_coding,chr2,0,1,1,0,10,0,2
ENSG00000019186.10,CYP24A1,protein_coding,chr20,1,0,0,0,0,0,0
ENSG00000019485.14,PRDM11,protein_coding,chr11,589,1136,295,476,1097,668,577
ENSG00000019505.8,SYT13,protein_coding,chr11,102,133,79,104,198,203,75
ENSG00000019549.13,SNAI2,protein_coding,chr8,1363,2752,1118,2208,3512,1837,3172
ENSG00000019582.17,CD74,protein_coding,chr5,774,356,402,277,367,531,232
ENSG00000019991.18,HGF,protein_coding,chr7,0,28,0,2,456,11,5
ENSG00000019995.6,ZRANB1,protein_coding,chr10,1609,1322,1021,1297,2108,1383,1186
ENSG00000020129.16,NCDN,protein_coding,chr1,2047,931,1426,1508,1477,1805,1770
ENSG00000020181.18,ADGRA2,protein_coding,chr8,11788,12263,4638,8191,11709,9358,10080
ENSG00000020219.9,CCT8L1P,processed_pseudogene,chr7,0,0,0,0,0,0,1
ENSG00000020256.20,ZFP64,protein_coding,chr20,742,582,536,648,737,584,598
ENSG00000020426.11,MNAT1,protein_coding,chr14,464,347,362,421,493,383,313
ENSG00000020577.14,SAMD4A,protein_coding,chr14,2151,1183,1936,2200,2629,2490,1610
ENSG00000020633.19,RUNX3,protein_coding,chr1,5,0,5,21,365,29,46
ENSG00000020922.13,MRE11,protein_coding,chr11,534,889,568,676,872,429,471
ENSG00000021300.14,PLEKHB1,protein_coding,chr11,538,96,84,103,462,117,104
ENSG00000021355.13,SERPINB1,protein_coding,chr6,250,130,219,198,175,273,198
ENSG00000021461.18,CYP3A43,protein_coding,chr7,1,0,0,0,0,0,0
ENSG00000021488.13,SLC7A9,protein_coding,chr19,3,7,5,5,14,2,3
ENSG00000021574.14,SPAST,protein_coding,chr2,1082,894,731,895,1706,984,701
ENSG00000021645.20,NRXN3,protein_coding,chr14,288,133,518,360,59,151,365
ENSG00000021762.20,OSBPL5,protein_coding,chr11,1137,1447,442,753,3224,800,658
ENSG00000021776.11,AQR,protein_coding,chr15,1576,1860,1122,1624,2171,1577,1403
ENSG00000021826.18,CPS1,protein_coding,chr2,513,1259,238,402,466,128,145
ENSG00000021852.14,C8B,protein_coding,chr1,0,0,0,0,0,0,0
ENSG00000022267.19,FHL1,protein_coding,chrX,3162,7595,4694,5102,4702,3203,5841
ENSG00000022277.13,RTF2,protein_coding,chr20,2193,1345,1666,1749,1866,1474,1310
ENSG00000022355.18,GABRA1,protein_coding,chr5,0,1,14,0,1,2,2
ENSG00000022556.16,NLRP2,protein_coding,chr19,1,747,2172,263,1276,6,2031
ENSG00000022567.10,SLC45A4,protein_coding,chr8,704,285,488,412,568,556,395
ENSG00000022840.17,RNF10,protein_coding,chr12,4392,2581,3180,3490,4276,3058,3059
ENSG00000022976.16,ZNF839,protein_coding,chr14,295,251,292,223,295,219,162
ENSG00000023041.12,ZDHHC6,protein_coding,chr10,592,703,774,704,692,453,423
ENSG00000023171.20,GRAMD1B,protein_coding,chr11,497,236,525,355,563,507,654
ENSG00000023191.17,RNH1,protein_coding,chr11,3326,1956,3148,2868,2405,2570,2581
ENSG00000023228.14,NDUFS1,protein_coding,chr2,3795,2500,2243,3296,2856,3082,2350
ENSG00000023287.13,RB1CC1,protein_coding,chr8,2610,1892,1280,1913,3356,2327,2076
ENSG00000023318.9,ERP44,protein_coding,chr9,1980,1493,2099,1714,2041,1788,1404
ENSG00000023330.15,ALAS1,protein_coding,chr3,1332,961,1136,1287,1354,1019,1126
ENSG00000023445.17,BIRC3,protein_coding,chr11,57,3,316,20,9,51,20
ENSG00000023516.9,AKAP11,protein_coding,chr13,2229,2235,1463,2004,2253,2636,2082
ENSG00000023572.10,GLRX2,protein_coding,chr1,594,247,393,404,439,687,409
ENSG00000023608.5,SNAPC1,protein_coding,chr14,261,232,184,229,313,151,151
ENSG00000023697.13,DERA,protein_coding,chr12,544,491,471,557,421,407,336
ENSG00000023734.11,STRAP,protein_coding,chr12,7305,3855,5300,6493,5806,5992,5686
ENSG00000023839.12,ABCC2,protein_coding,chr10,21,14,13,14,15,13,14
ENSG00000023892.12,DEF6,protein_coding,chr6,24,120,22,22,91,34,18
ENSG00000023902.14,PLEKHO1,protein_coding,chr1,1967,2296,1844,2246,3732,1859,2274
ENSG00000023909.10,GCLM,protein_coding,chr1,382,370,366,469,399,458,465
ENSG00000024048.11,UBR2,protein_coding,chr6,1287,1126,1020,1118,1273,1230,1167
ENSG00000024422.12,EHD2,protein_coding,chr19,8182,3782,6203,5092,5293,9499,7237
ENSG00000024526.17,DEPDC1,protein_coding,chr1,313,1434,740,923,1102,185,247
ENSG00000024862.18,CCDC28A,protein_coding,chr6,238,132,170,180,257,150,145
ENSG00000025039.15,RRAGD,protein_coding,chr6,525,139,96,185,678,262,326
ENSG00000025156.13,HSF2,protein_coding,chr6,573,642,479,513,820,382,456
ENSG00000025293.17,PHF20,protein_coding,chr20,1237,1525,1156,1393,1720,1210,1230
ENSG00000025423.11,HSD17B6,protein_coding,chr12,25,5,22,50,24,10,41
ENSG00000025434.19,NR1H3,protein_coding,chr11,309,125,137,224,118,86,115
ENSG00000025708.14,TYMP,protein_coding,chr22,24,15,64,35,38,61,50
ENSG00000025770.19,NCAPH2,protein_coding,chr22,897,1200,980,989,1139,580,582
ENSG00000025772.8,TOMM34,protein_coding,chr20,1219,872,1459,1001,1112,1013,1266
ENSG00000025796.14,SEC63,protein_coding,chr6,3982,3013,3778,3754,4794,4309,3444
ENSG00000025800.14,KPNA6,protein_coding,chr1,2946,2184,2742,2710,2785,2692,2372
ENSG00000026025.16,VIM,protein_coding,chr10,185224,65894,165223,162132,104165,157470,149584
ENSG00000026036.23,RTEL1-TNFRSF6B,protein_coding,chr20,44,63,68,76,93,39,40
ENSG00000026103.25,FAS,protein_coding,chr10,649,315,1657,569,320,1197,764
ENSG00000026297.17,RNASET2,protein_coding,chr6,493,125,492,258,238,366,266
ENSG00000026508.21,CD44,protein_coding,chr11,709,1428,4304,2137,396,1963,1378
ENSG00000026559.14,KCNG1,protein_coding,chr20,226,159,735,551,396,797,762
ENSG00000026652.15,AGPAT4,protein_coding,chr6,1607,1617,1676,1883,2163,1107,1529
ENSG00000026751.17,SLAMF7,protein_coding,chr1,8,0,24,5,17,9,6
ENSG00000026950.17,BTN3A1,protein_coding,chr6,333,643,340,271,305,185,140
ENSG00000027001.10,MIPEP,protein_coding,chr13,455,284,459,459,387,372,341
ENSG00000027075.17,PRKCH,protein_coding,chr14,35,288,34,68,85,31,71
ENSG00000027644.5,INSRR,protein_coding,chr1,1,258,0,0,5,0,0
ENSG00000027697.16,IFNGR1,protein_coding,chr6,926,805,1272,927,906,852,861
ENSG00000027847.14,B4GALT7,protein_coding,chr5,1879,754,1535,1102,1219,1511,1111
ENSG00000027869.12,SH2D2A,protein_coding,chr1,10,34,4,15,12,15,9
ENSG00000028116.18,VRK2,protein_coding,chr2,618,563,344,627,622,621,459
ENSG00000028137.19,TNFRSF1B,protein_coding,chr1,10,259,10,10,34,13,12
ENSG00000028203.19,VEZT,protein_coding,chr12,4118,2380,3582,2877,3012,3542,2332
ENSG00000028277.22,POU2F2,protein_coding,chr19,774,334,2710,381,542,1503,682
ENSG00000028310.18,BRD9,protein_coding,chr5,1258,1084,1383,1456,1287,970,896
ENSG00000028528.15,SNX1,protein_coding,chr15,2346,2716,1572,2108,2690,1953,1514
ENSG00000028839.10,TBPL1,protein_coding,chr6,617,372,496,566,496,419,477
ENSG00000029153.15,BMAL2,protein_coding,chr12,518,122,527,484,175,419,303
ENSG00000029363.17,BCLAF1,protein_coding,chr6,3874,3949,3756,3891,5235,4026,3358
ENSG00000029364.12,SLC39A9,protein_coding,chr14,3205,1865,2109,2277,2750,2368,1990
ENSG00000029534.22,ANK1,protein_coding,chr8,350,20,144,350,53,391,488
ENSG00000029559.7,IBSP,protein_coding,chr4,1,0,0,0,0,0,1
ENSG00000029639.11,TFB1M,protein_coding,chr6,292,171,231,221,198,239,163
ENSG00000029725.17,RABEP1,protein_coding,chr17,3157,2338,1658,2272,3855,2481,1961
ENSG00000029993.15,HMGB3,protein_coding,chrX,1421,2272,1499,1878,3423,1075,1341
ENSG00000030066.14,NUP160,protein_coding,chr11,1389,2360,1169,1663,2049,1057,1019
ENSG00000030110.14,BAK1,protein_coding,chr6,1340,678,1033,1297,1074,1148,1119
ENSG00000030304.15,MUSK,protein_coding,chr9,0,0,0,0,2,0,0
ENSG00000030419.17,IKZF2,protein_coding,chr2,378,971,199,262,360,209,213
ENSG00000030582.19,GRN,protein_coding,chr17,18582,12739,14405,8902,13616,11093,11761
ENSG00000031003.11,FAM13B,protein_coding,chr5,1498,1695,965,1194,2294,1552,1384
ENSG00000031081.11,ARHGAP31,protein_coding,chr3,1824,1349,1309,2140,1238,2119,2617
ENSG00000031691.7,CENPQ,protein_coding,chr6,99,169,128,135,177,93,81
ENSG00000031698.13,SARS1,protein_coding,chr1,4908,2396,4166,4733,3043,3897,3489
ENSG00000031823.14,RANBP3,protein_coding,chr19,1752,1674,1655,1507,2464,1611,1682
ENSG00000032219.19,ARID4A,protein_coding,chr14,720,638,482,663,1099,715,612
ENSG00000032389.13,EIPR1,protein_coding,chr2,782,360,775,640,510,581,675
ENSG00000032444.17,PNPLA6,protein_coding,chr19,2295,1156,2680,1838,1393,2097,1996
ENSG00000032742.18,IFT88,protein_coding,chr13,258,349,206,261,431,213,229
ENSG00000033011.14,ALG1,protein_coding,chr16,1033,526,1154,780,725,726,720
ENSG00000033030.16,ZCCHC8,protein_coding,chr12,643,666,660,713,590,367,376
ENSG00000033050.9,ABCF2,protein_coding,chr7,641,431,839,594,688,571,546
ENSG00000033100.17,CHPF2,protein_coding,chr7,8812,4841,6205,5045,7117,7628,6008
ENSG00000033122.21,LRRC7,protein_coding,chr1,10,440,6,14,111,7,6
ENSG00000033170.17,FUT8,protein_coding,chr14,2985,831,1499,759,876,1911,1122
ENSG00000033178.13,UBA6,protein_coding,chr4,2999,1982,2719,2782,2074,3596,2263
ENSG00000033327.13,GAB2,protein_coding,chr11,1094,743,545,809,602,501,800
ENSG00000033627.18,ATP6V0A1,protein_coding,chr17,3375,982,3019,2357,1512,2201,2086
ENSG00000033800.14,PIAS1,protein_coding,chr15,1100,1508,747,926,1753,912,983
ENSG00000033867.17,SLC4A7,protein_coding,chr3,2238,1082,1967,2558,1329,2362,2011
ENSG00000034053.15,APBA2,protein_coding,chr15,524,1387,822,651,1851,511,663
ENSG00000034152.20,MAP2K3,protein_coding,chr17,887,495,1060,1043,676,826,931
ENSG00000034239.11,CLXN,protein_coding,chr8,13,29,3,11,81,7,16
ENSG00000034510.6,TMSB10,protein_coding,chr2,36911,29900,32139,34645,32917,29551,35205
ENSG00000034533.12,ASTE1,protein_coding,chr3,189,147,144,143,191,177,137
ENSG00000034677.13,RNF19A,protein_coding,chr8,1214,916,2323,1330,1366,1381,1079
ENSG00000034693.15,PEX3,protein_coding,chr6,448,275,332,381,327,354,348
ENSG00000034713.8,GABARAPL2,protein_coding,chr16,2785,1253,1646,1915,1863,1703,1443
ENSG00000034971.17,MYOC,protein_coding,chr1,2,0,0,0,0,0,0
ENSG00000035115.22,SH3YL1,protein_coding,chr2,486,494,360,293,573,270,243
ENSG00000035141.9,FAM136A,protein_coding,chr2,1112,667,1085,1142,992,829,742
ENSG00000035403.18,VCL,protein_coding,chr10,24319,18984,30821,27502,13458,22862,25099
ENSG00000035499.13,DEPDC1B,protein_coding,chr5,120,265,236,258,221,52,95
ENSG00000035664.11,DAPK2,protein_coding,chr15,9,141,12,12,30,8,11
ENSG00000035681.9,NSMAF,protein_coding,chr8,931,999,937,888,1211,787,679
ENSG00000035687.10,ADSS2,protein_coding,chr1,2968,952,1793,1971,1569,2278,2184
ENSG00000035720.8,STAP1,protein_coding,chr4,0,0,0,0,1,1,0
ENSG00000035862.13,TIMP2,protein_coding,chr17,22675,29647,12925,15955,29533,15228,14817
ENSG00000035928.17,RFC1,protein_coding,chr4,2004,2081,1412,1941,2442,1807,1430
ENSG00000036054.13,TBC1D23,protein_coding,chr3,1480,893,901,1125,1542,1338,1211
ENSG00000036257.14,CUL3,protein_coding,chr2,2851,2394,2391,2634,3563,2447,2458
ENSG00000036448.10,MYOM2,protein_coding,chr8,57,63,31,9,131,37,30
ENSG00000036473.8,OTC,protein_coding,chrX,0,0,0,0,0,0,0
ENSG00000036530.9,CYP46A1,protein_coding,chr14,38,48,24,39,77,28,35
ENSG00000036549.13,ZZZ3,protein_coding,chr1,1441,1086,1026,1127,1716,1260,1193
ENSG00000036565.15,SLC18A1,protein_coding,chr8,0,1,0,0,1,0,0
ENSG00000036672.16,USP2,protein_coding,chr11,139,112,126,148,175,122,94
ENSG00000036828.17,CASR,protein_coding,chr3,0,0,0,0,1,0,0
ENSG00000037042.9,TUBG2,protein_coding,chr17,769,467,541,530,555,373,320
ENSG00000037241.7,RPL26L1,protein_coding,chr5,601,415,513,529,590,379,394
ENSG00000037280.16,FLT4,protein_coding,chr5,26,68,253,34,45,49,37
ENSG00000037474.15,NSUN2,protein_coding,chr5,2330,1423,2204,2582,2177,2336,2107
ENSG00000037637.11,FBXO42,protein_coding,chr1,1179,880,766,957,1277,970,1000
ENSG00000037749.13,MFAP3,protein_coding,chr5,2037,1750,1535,1739,2375,1696,1481
ENSG00000037757.14,MRI1,protein_coding,chr19,1133,581,817,691,987,642,513
ENSG00000037897.17,METTL1,protein_coding,chr12,366,233,364,353,255,286,211
ENSG00000037965.6,HOXC8,protein_coding,chr12,0,0,0,0,1,1,2
ENSG00000038002.9,AGA,protein_coding,chr4,417,344,318,244,495,366,163
ENSG00000038210.14,PI4K2B,protein_coding,chr4,810,528,509,690,699,980,445
ENSG00000038219.13,BOD1L1,protein_coding,chr4,2140,2522,1152,2050,3047,2396,2240
ENSG00000038274.18,MAT2B,protein_coding,chr5,1121,1027,1209,1118,1274,760,980
ENSG00000038295.8,TLL1,protein_coding,chr4,2207,1410,1443,1986,2356,1281,548
ENSG00000038358.15,EDC4,protein_coding,chr16,2268,1960,1886,2298,2486,1712,1832
ENSG00000038382.23,TRIO,protein_coding,chr5,9677,9518,8289,10510,16218,10212,10007
ENSG00000038427.16,VCAN,protein_coding,chr5,30978,13179,18921,31419,18406,66019,30003
ENSG00000038532.17,CLEC16A,protein_coding,chr16,1592,1413,1065,1243,1487,1412,1230
ENSG00000038945.15,MSR1,protein_coding,chr8,0,0,0,1,3,0,0
ENSG00000039068.20,CDH1,protein_coding,chr16,148,6,90,5,11,50,3
ENSG00000039123.16,MTREX,protein_coding,chr5,1654,1525,1388,1728,1845,1393,1235
ENSG00000039139.11,DNAH5,protein_coding,chr5,133,13,252,146,17,133,196
ENSG00000039319.17,ZFYVE16,protein_coding,chr5,2075,2506,1250,1778,2818,2066,1454
ENSG00000039523.20,RIPOR1,protein_coding,chr16,3207,1705,3495,2967,2145,2740,3012
ENSG00000039537.16,C6,protein_coding,chr5,13,9,15,6,8,14,6
ENSG00000039560.14,RAI14,protein_coding,chr5,9989,4892,5484,7136,11006,6207,8444
ENSG00000039600.11,SOX30,protein_coding,chr5,3,8,4,8,15,6,4
ENSG00000039650.12,PNKP,protein_coding,chr19,964,974,1209,987,1054,743,708
ENSG00000039987.7,BEST2,protein_coding,chr19,0,0,0,1,2,0,0
ENSG00000040199.18,PHLPP2,protein_coding,chr16,401,633,427,402,562,391,334
ENSG00000040275.17,SPDL1,protein_coding,chr5,650,1498,855,1293,1148,600,604
ENSG00000040341.18,STAU2,protein_coding,chr8,1516,1013,1094,1269,1688,1195,1098
ENSG00000040487.13,SLC66A1,protein_coding,chr1,873,583,980,741,801,611,712
ENSG00000040531.16,CTNS,protein_coding,chr17,862,543,575,497,838,451,503
ENSG00000040608.14,RTN4R,protein_coding,chr22,80,346,163,203,473,75,79
ENSG00000040633.13,PHF23,protein_coding,chr17,2725,1498,2222,2077,2626,2134,2245
ENSG00000040731.10,CDH10,protein_coding,chr5,672,172,684,253,142,1100,331
ENSG00000040933.16,INPP4A,protein_coding,chr2,1156,1061,614,892,1979,1009,879
ENSG00000041353.10,RAB27B,protein_coding,chr18,58,99,66,15,732,162,81
ENSG00000041357.16,PSMA4,protein_coding,chr15,2972,1981,2645,2880,2859,2298,2080
ENSG00000041515.16,MYO16,protein_coding,chr13,7,13,12,11,31,11,8
ENSG00000041802.11,LSG1,protein_coding,chr3,1038,784,952,1146,1127,1026,1128
ENSG00000041880.15,PARP3,protein_coding,chr3,163,125,150,137,142,107,66
ENSG00000041982.17,TNC,protein_coding,chr9,15190,28215,34797,23445,22333,8930,46547
ENSG00000041988.16,THAP3,protein_coding,chr1,298,312,331,346,488,227,263
ENSG00000042062.13,RIPOR3,protein_coding,chr20,39,7,49,25,17,19,10
ENSG00000042088.14,TDP1,protein_coding,chr14,679,834,863,727,742,480,607
ENSG00000042286.15,AIFM2,protein_coding,chr10,1039,118,517,616,280,540,374
ENSG00000042304.14,C2orf83,transcribed_unprocessed_pseudogene,chr2,0,0,0,0,0,0,0
ENSG00000042317.17,SPATA7,protein_coding,chr14,226,214,144,159,328,181,147
ENSG00000042429.12,MED17,protein_coding,chr11,166,172,179,152,188,131,137
ENSG00000042445.14,RETSAT,protein_coding,chr2,1320,927,1528,857,1272,1288,1095
ENSG00000042493.16,CAPG,protein_coding,chr2,1630,1189,1137,970,768,852,558
ENSG00000042753.12,AP2S1,protein_coding,chr19,2709,1588,2031,2427,2195,2107,1876
ENSG00000042781.14,USH2A,protein_coding,chr1,5,2,0,0,2,1,4
ENSG00000042813.8,ZPBP,protein_coding,chr7,0,0,0,0,0,0,0
ENSG00000042832.12,TG,protein_coding,chr8,7,27,13,6,36,9,9
ENSG00000042980.14,ADAM28,protein_coding,chr8,40,4,9,18,17,31,12
ENSG00000043039.7,BARX2,protein_coding,chr11,1,85,0,1,7,3,1
ENSG00000043093.15,DCUN1D1,protein_coding,chr3,1197,812,831,815,1256,927,817
ENSG00000043143.22,JADE2,protein_coding,chr5,697,469,861,394,299,630,586
ENSG00000043355.12,ZIC2,protein_coding,chr13,848,2067,265,724,1950,528,409
ENSG00000043462.13,LCP2,protein_coding,chr5,0,1,0,2,12,8,4
ENSG00000043514.17,TRIT1,protein_coding,chr1,381,273,407,405,350,227,320
ENSG00000043591.6,ADRB1,protein_coding,chr10,10,0,9,6,2,5,11
ENSG00000044012.4,GUCA2B,protein_coding,chr1,0,0,0,0,0,0,0
ENSG00000044090.13,CUL7,protein_coding,chr6,2519,3770,2067,1654,3860,1483,1557
ENSG00000044115.21,CTNNA1,protein_coding,chr5,13710,11693,13020,12767,15455,13193,12729
ENSG00000044446.12,PHKA2,protein_coding,chrX,647,751,617,654,700,479,329
